system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day
419_1_288,-34.70663611289132,1.465514843028458,-23.682213986431368,40.960243225097656,2023-09-24,290.05490748087567,37.79036403587877,-76.67156515004218,1,0,ASC,1194324.9028320312,100700.7041015625,291.9972629547119,0.0034538293257355,0.1176999409993489,1.7221692005793254,3.909743279413726,1.7261865575699755,"{""type"":""Point"",""coordinates"":[-76.67156515004218,37.790364035878774]}",19.34,23.73,16.78,0.78,0.83,8.34
419_1_290,-38.55093891250853,1.526201315658086,-25.25940615893498,43.93974304199219,2023-09-24,291.3145917256673,38.73392230176207,-76.24842717678327,1,0,ASC,820706.6528320312,100921.49576822916,292.9853000640869,0.0097072740706304,-2.201147715250651,1.454448660214742,-56.54453579035278,2.638270677840622,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",19.99,22.53,18.21,2.98,1.24,7.4
419_1_301,-28.75975544343784,0.9946101292605704,-28.915606826585304,40.38810348510742,2023-09-24,289.451961517334,37.199262478617065,-76.65976736977741,1,0,ASC,1636376.9028320312,100789.5791015625,292.0534152984619,0.0019008057036747,1.0387611389160156,3.062663992245992,18.735350968032,3.234027741551123,"{""type"":""Point"",""coordinates"":[-76.65976736977741,37.199262478617065]}",19.77,24.5,15.74,1.41,0.18,8.34
419_1_332,-25.477184963307074,1.0541131367940109,-24.169307898764654,45.71725845336914,2023-09-24,290.5750897725423,39.38555439127583,-76.04693847405206,1,0,ASC,539229.8194986979,100915.9541015625,291.4999485015869,0.0133409538151075,-3.3877525329589844,-0.8639717499415079,-104.30705812089664,3.496185694334185,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",18.68,20.68,16.71,1.58,16.54,3.88
419_1_355,-32.07100041971992,1.2947935576472038,-24.769199869975257,44.5646858215332,2023-09-24,290.162899017334,37.5492397986249,-75.86663133426741,1,0,ASC,2323707.6528320312,100949.37076822916,294.0230604807536,0.0029378845356404,2.769962310791016,8.337037364641825,18.378953699658076,8.785151291960577,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",21.68,23.48,20.3,6.41,1.89,7.64
419_1_384,-24.116804973473197,0.9601039005776516,-25.11895322887782,40.73173522949219,2023-09-24,290.05490748087567,37.8070165520791,-76.72082444657929,1,0,ASC,1194324.9028320312,100700.7041015625,291.9972629547119,0.0034538293257355,0.1176999409993489,1.7221692005793254,3.909743279413726,1.7261865575699755,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}",19.34,23.73,16.78,0.78,0.83,8.34
419_1_396,-31.83731851383211,1.351364360664779,-23.559388896544768,41.31171417236328,2023-09-24,289.852108001709,37.66804204662815,-76.5763059713333,1,0,ASC,1328532.319498698,100743.0791015625,292.22878964742023,0.0038528031048675,0.5620765686035156,2.786174734433492,11.405635635825067,2.8423053530134026,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}",19.41,24.17,16.15,1.02,0.32,8.34
419_1_398,-47.93777260911726,1.254534013521042,-38.21161649860139,43.14941787719727,2023-09-24,289.456844329834,36.94709711009913,-76.04567074652736,1,0,ASC,2805704.7361653647,100988.53743489584,293.6990858713786,0.0015608842174212,2.726545969645182,6.096090912818909,24.097123547129492,6.678051912192781,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",20.81,24.29,17.71,4.37,0.29,14.27
419_1_399,-38.6012456763897,1.5378813166283956,-25.100276112995445,40.35560607910156,2023-09-24,289.451961517334,37.158555875725824,-76.65732967341695,1,0,ASC,1636376.9028320312,100789.5791015625,292.0534152984619,0.0019008057036747,1.0387611389160156,3.062663992245992,18.735350968032,3.234027741551123,"{""type"":""Point"",""coordinates"":[-76.65732967341697,37.158555875725824]}",19.77,24.5,15.74,1.41,0.18,8.34
419_1_438,-31.970406384521382,1.2728758254779151,-25.116673397829476,44.07038497924805,2023-09-24,290.13498560587567,39.38341433265008,-76.39936747439695,1,0,ASC,385640.98616536456,100474.2041015625,290.5731093088786,0.0161732332004855,-3.315812428792318,-1.1478666067123413,-109.09480947769411,3.508875861260828,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",18.68,20.68,16.71,1.58,16.54,3.88
419_1_493,-42.92788474513669,1.9091624698818583,-22.485192026529376,40.23640441894531,2023-09-24,290.336483001709,37.96635992232168,-76.853978656433,1,0,ASC,952448.6528320312,100602.49576822916,291.7248020172119,0.0059975654973338,-0.1494305928548177,1.2660534779230754,-6.731401384672685,1.2748415238930906,"{""type"":""Point"",""coordinates"":[-76.853978656433,37.96635992232168]}",19.34,23.73,16.78,0.78,0.83,8.34
419_1_497,-27.885346921178197,1.2524062229096733,-22.265417091583195,41.86373901367188,2023-09-24,289.00803248087567,39.472392966361205,-76.88276342017048,1,0,ASC,333827.48616536456,98971.99576822916,289.1325168609619,0.0137143854517489,-2.096207936604818,-1.821186105410258,-130.98412165448752,2.776833906452529,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",17.72,20.22,15.46,2.46,14.58,3.88
419_2_88,-23.53762363975345,3.1930334146700954,-7.371555691090492,44.34524154663086,2023-09-24,289.855037689209,37.26195866748024,-75.85615398810167,0,0,ASC,2650668.3194986978,100964.41243489584,293.94485410054523,0.0024743671528995,3.211409250895182,8.234132091204325,21.306373906495192,8.8382170527848,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",21.68,23.48,20.3,6.41,1.89,7.64
419_2_260,-22.51708969629661,2.3432341393514013,-9.609406639376315,44.33684539794922,2023-09-24,289.855037689209,37.271444156944106,-75.85993330772948,0,0,ASC,2650668.3194986978,100964.41243489584,293.94485410054523,0.0024743671528995,3.211409250895182,8.234132091204325,21.306373906495192,8.8382170527848,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",21.68,23.48,20.3,6.41,1.89,7.64
420_1_7,-27.91350524333573,1.0904335557325595,-25.5985383947427,30.57767677307129,2023-10-01,289.1639525095622,37.07854447316908,-76.33926388459538,1,0,ASC,5097879.2054036455,102085.22249348958,293.24327278137207,3.906885112048286e-05,0.2411855061848958,-4.4875011046727495,176.9235375485891,4.493977816237282,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}",20.39,24.32,17.11,3.32,0.0,18.36
420_1_11,-29.66696260803821,1.284272087892946,-23.10021598048714,34.864341735839844,2023-10-01,287.4931354522705,39.68334252710496,-76.19965432641052,1,0,ASC,4733938.4554036455,101055.34749348958,292.4713815053304,1.3874790442199489e-05,0.5416819254557291,-1.8609141906102495,163.77057906090428,1.9381488418540067,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",19.45,25.93,14.49,1.67,0.0,18.35
420_1_33,-27.740811970717537,0.8202763892448799,-33.818859514236216,35.542869567871094,2023-10-01,287.9119180043538,39.36853550007995,-76.01059248597983,1,0,ASC,4827669.1220703125,102012.88916015624,292.6818307240804,1.921499408504464e-05,0.4504954020182292,-2.222913702329,168.54360494813298,2.268103047756337,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",19.45,25.93,14.49,1.67,0.0,18.35
420_1_102,-25.39671987416908,0.9307772964374492,-27.28549565118857,38.90988159179688,2023-10-01,288.2639687856038,38.405178497515976,-75.15427952171069,1,0,ASC,4997497.9554036455,102049.93082682292,292.57912890116376,1.444235394121307e-05,0.2222646077473958,-3.2504812479019165,176.0882618679979,3.258071499955012,"{""type"":""Point"",""coordinates"":[-75.15427952171069,38.405178497515976]}",19.55,21.87,17.5,3.64,0.04,15.85
420_1_133,-30.26462869874617,1.1827255224810855,-25.588886113878694,34.99605178833008,2023-10-01,288.2677122751872,39.15744350954389,-76.0593068740037,1,0,ASC,4620616.4554036455,101971.84749348958,293.0080025990804,6.550545133373238e-05,0.5543772379557291,-2.46943469842275,167.34712660343115,2.5308974399879745,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",19.94,25.74,15.64,2.35,0.01,18.35
420_1_155,-42.79828511995075,1.915479126449491,-22.343383714799927,39.92729187011719,2023-10-01,287.9722207387288,39.27013844854375,-75.14868522138924,1,0,ASC,4873637.53873698,102074.84749348958,292.66905403137207,4.3608117349158704e-05,0.4339345296223958,-2.7822805643081665,171.13535924911892,2.8159162477825186,"{""type"":""Point"",""coordinates"":[-75.14868522138924,39.27013844854375]}",19.04,25.44,13.61,2.29,0.0,16.38
420_1_159,-25.305923339141053,1.038043116572539,-24.378489616787185,35.8121223449707,2023-10-01,287.9408893585205,39.54521501686321,-75.998506866675,1,0,ASC,4922772.03873698,102111.01416015624,292.9503854115804,1.3485497606010218e-05,0.4672190348307292,-2.2434011697769165,168.235534694258,2.2915371336865995,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}",19.45,25.93,14.49,1.67,0.0,16.38
420_1_168,-32.70988699673937,1.0450991956676483,-31.29835630180834,36.47174453735352,2023-10-01,288.6519082387288,37.76155437618908,-75.46769982744293,1,0,ASC,5201112.78873698,102071.13916015624,293.04649543762207,3.913660483778614e-05,-0.0477142333984375,-3.81782337029775,-179.28396847915266,3.818121519132213,"{""type"":""Point"",""coordinates"":[-75.46769982744293,37.76155437618908]}",19.95,24.35,16.46,3.2,0.02,15.93
420_1_174,-37.82127796670735,1.7043171371281798,-22.191455535345504,33.4860725402832,2023-10-01,289.2993691762288,38.44010665176987,-76.15474780086846,1,0,ASC,4935314.4554036455,102164.97249348958,293.42881965637207,7.75517983955254e-05,0.7610829671223959,-3.770724574724833,168.58873521527144,3.8467663174772655,"{""type"":""Point"",""coordinates"":[-76.15474780086846,38.44010665176987]}",20.2,25.24,16.27,2.14,0.01,18.61
420_1_192,-29.7676599076743,1.297119813244791,-22.94904418521636,34.45313262939453,2023-10-01,288.3542194366455,39.39199763548393,-76.21323492350629,1,0,ASC,4937332.4554036455,102090.05582682292,293.1388619740804,4.333252347728708e-05,0.6344146728515625,-2.365817348162333,164.98879699285806,2.449402723521636,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",19.45,25.93,14.49,1.67,0.0,18.35
420_1_250,-28.47028269107988,1.2001063101300762,-23.723133901357507,34.668338775634766,2023-10-01,289.2998574574788,37.71258471480023,-75.77961592134223,1,0,ASC,5187088.4554036455,102089.84749348958,293.28160285949707,5.0915041438948094e-05,0.4916330973307292,-4.313001592954,173.49700162506417,4.340931448803902,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",20.64,23.05,18.56,4.57,0.0,15.93
420_1_272,-44.91265816914081,1.553355624070387,-28.913313521505422,36.89436340332031,2023-10-01,288.3796914418538,37.86514845478911,-75.41423473678624,1,0,ASC,5334444.1220703125,102084.63916015624,292.7714303334554,4.6313376597773015e-05,-0.2293548583984375,-3.73969837029775,-176.49045854223857,3.746724910088625,"{""type"":""Point"",""coordinates"":[-75.41423473678624,37.8651484547891]}",19.95,24.35,16.46,3.2,0.02,15.93
420_1_290,-29.989171532933103,1.0246883240806512,-29.266627547297706,33.35179138183594,2023-10-01,288.7922890981038,38.73392230176207,-76.24842717678327,1,0,ASC,4971127.7054036455,102130.59749348958,293.2150338490804,5.813061830621061e-05,0.6274159749348959,-3.153537074724833,168.7475803018234,3.215345531551401,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",20.2,25.24,16.27,2.14,0.01,18.61
420_1_332,-36.836863733863126,1.2840576307025868,-28.68785859222488,35.3656005859375,2023-10-01,287.9119180043538,39.38555439127583,-76.04693847405206,1,0,ASC,4827669.1220703125,102012.88916015624,292.6818307240804,1.921499408504464e-05,0.4504954020182292,-2.222913702329,168.54360494813298,2.268103047756337,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",19.45,25.93,14.49,1.67,0.0,18.35
420_1_353,-31.193497750916794,1.1697719041546129,-26.6663078845787,37.73358917236328,2023-10-01,287.8832721710205,38.09823983370037,-75.31005489957126,1,0,ASC,5090499.53873698,102079.97249348958,292.72642707824707,1.985139784436522e-05,-0.0525563557942708,-3.01728626092275,-179.00209902911544,3.01774395051793,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}",19.61,21.1,18.39,4.62,0.02,15.85
420_1_376,-28.650174099734848,1.018952953649947,-28.1172688072676,36.98877716064453,2023-10-01,288.3796914418538,37.91178868352463,-75.40746553928166,1,0,ASC,5334444.1220703125,102084.63916015624,292.7714303334554,4.6313376597773015e-05,-0.2293548583984375,-3.73969837029775,-176.49045854223857,3.746724910088625,"{""type"":""Point"",""coordinates"":[-75.40746553928166,37.91178868352463]}",19.95,24.35,16.46,3.2,0.02,15.93
420_1_438,-31.603581477624992,1.298004930801348,-24.347813115096507,33.39435195922852,2023-10-01,288.2101764678955,39.38341433265008,-76.39936747439695,1,0,ASC,4766262.53873698,101616.51416015624,292.89748827616376,4.2076479764989e-05,0.6111399332682291,-2.227389613787333,164.65704841308275,2.309709182915196,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",19.45,25.93,14.49,1.67,0.0,18.35
420_1_456,-25.68204594385452,0.840372441664643,-30.560314297054425,30.767065048217773,2023-10-01,288.7897663116455,38.41584522565482,-76.59718250472905,1,0,ASC,4964788.4554036455,101899.76416015624,293.1799589792888,2.082804478427865e-05,0.4428863525390625,-2.488925258318583,169.91023635330131,2.5280224015545394,"{""type"":""Point"",""coordinates"":[-76.59718250472905,38.41584522565482]}",19.85,26.33,15.47,1.13,0.02,18.61
420_1_497,-30.282694046691617,1.2951527587060931,-23.38156162902759,30.65476417541504,2023-10-01,287.2042357126872,39.472392966361205,-76.88276342017048,1,0,ASC,4623189.6220703125,100130.51416015624,292.5158150990804,5.748069656104822e-06,0.2273101806640625,-1.7577647765477498,172.63153179041015,1.7724014578829168,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",19.41,26.33,14.48,2.3,0.0,18.35
420_2_88,-13.942525274980891,3.539710659393887,-3.938888405463147,33.622013092041016,2023-10-01,289.6804726918538,37.26195866748024,-75.85615398810167,0,0,ASC,5425454.9554036455,102096.26416015624,293.44533983866376,6.938906646987893e-05,0.3255360921223958,-5.7453542947769165,176.7570455451573,5.754569464328837,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",20.64,23.05,18.56,4.57,0.0,15.93
420_2_260,-17.546367377158898,2.2665079409078293,-7.741586543981336,33.61286544799805,2023-10-01,289.6804726918538,37.271444156944106,-75.85993330772948,0,0,ASC,5425454.9554036455,102096.26416015624,293.44533983866376,6.938906646987893e-05,0.3255360921223958,-5.7453542947769165,176.7570455451573,5.754569464328837,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",20.64,23.05,18.56,4.57,0.0,15.93
420_2_345,-20.48312486072376,1.3896315526114902,-14.739968175183185,35.426902770996094,2023-10-01,288.7323118845622,37.83678411747479,-75.67390991299865,0,0,ASC,4902530.28873698,102072.80582682292,293.24522590637207,2.0513257754058618e-05,0.2123362223307291,-3.435580531756083,176.46333017404663,3.4421360027597827,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}",19.95,24.35,16.46,3.2,0.02,15.93
421_1_7,-32.594037033570935,1.4637468978759745,-22.26753619827837,41.85375595092773,2023-10-06,292.8919970194499,37.07854447316908,-76.33926388459538,1,0,ASC,3292726.9643452964,101446.38004557292,294.8756192525228,0.0002481743693347009,-1.9828424056371048,-0.1482474009195963,-94.27576931591366,1.9883765482101616,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}",22.35,25.16,20.35,1.35,0.1,10.49
421_1_11,-31.75342480454657,1.1683688634209828,-27.17756848772277,45.2320442199707,2023-10-06,291.7809130350749,39.68334252710496,-76.19965432641052,1,0,ASC,2213526.0476786294,100438.71337890624,293.41305414835614,0.001281150647749,-0.8500502506891886,1.122463862101237,-37.13691835973584,1.408016530591874,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",20.31,24.24,17.53,0.95,2.37,9.23
421_1_31,-28.0713024484701,1.0465408784953674,-26.822939290081788,39.41471862792969,2023-10-06,292.8252652486165,37.32722945812118,-76.8763935436474,1,0,ASC,2738448.631011963,101354.50504557292,294.75151443481445,0.00019964625438007036,-0.9162123600641886,0.0882434844970703,-84.49862023081369,0.9204520635484366,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",22.07,25.86,18.56,0.52,0.75,10.49
421_1_133,-31.80055636387368,1.1783373124269858,-26.98765118315318,45.423866271972656,2023-10-06,292.1712938944499,39.15744350954389,-76.0593068740037,1,0,ASC,2252278.381011963,101359.54671223958,294.37358474731445,0.00138348157828,-1.258212685585022,1.076931635538737,-49.439061214924486,1.6561645177310171,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",20.98,24.52,18.2,1.23,1.37,9.23
421_1_139,-34.21807570377146,1.555003481340335,-22.00514411342488,44.614013671875,2023-10-06,292.5542691548665,39.03327481911461,-76.18847968650985,1,0,ASC,2389773.5476786294,101492.67171223958,294.41142654418945,0.0012366941198701,-1.2490370670954387,1.2560901641845703,-44.83868618612125,1.7713994737324483,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",20.98,24.52,18.2,1.23,1.37,9.23
421_1_187,-42.18072989290452,1.7828191327795289,-23.659567657400032,41.55654525756836,2023-10-06,293.2790412902832,37.63261430195355,-76.51771839296354,1,0,ASC,2824449.0476786294,101348.58837890624,294.99362055460614,0.0004202244182422987,-1.3235609928766887,0.6111113230387369,-65.21640149478665,1.457830837584005,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}",22.41,24.95,20.54,1.11,0.52,10.49
